"Precinct_Name","Split_Name","precinct_splitId","Reg_voters","Ballots","Reporting","Contest_id","Contest_title","Contest_party","Choice_id","Candidate_name","Choice_party","Candidate_Type","Absentee_votes","Early_votes","Election_Votes"
"19-01","","103","5267","3788","1","54","Kauai Resident Trustee","","112","AHUNA, Dan","","C","105","27","134"
"19-01","","103","5267","3788","1","54","Kauai Resident Trustee","","113","ALALEM WORTHINGTON, Keola","","C","14","8","25"
"19-01","","103","5267","3788","1","54","Kauai Resident Trustee","","114","ALBAO, Liberta Hussey","","C","24","2","21"
"19-01","","103","5267","3788","1","54","Kauai Resident Trustee","","115","BURKE, Jackie Kahookele","","C","55","12","74"
"19-01","","103","5267","3788","1","54","Kauai Resident Trustee","","116","KAGAWA FU, Kanani","","C","112","12","76"
"19-01","","103","5267","3788","1","54","Kauai Resident Trustee","","117","PACHECO, Haunani","","C","50","10","95"
"19-01","","103","5267","3788","1","54","Kauai Resident Trustee","","118","POMROY, Sharon A.","","C","57","12","52"
"19-01","","103","5267","3788","1","54","Kauai Resident Trustee","","119","SAHUT, Ronson K.","","C","10","2","4"
"19-01","","103","5267","3788","1","54","Kauai Resident Trustee","","120","SANTOS, D. Kaliko","","C","19","6","41"
"19-01","","103","5267","3788","1","54","Kauai Resident Trustee","","121","SWAIN, Billy Kealamaikahiki","","C","38","10","55"
"19-01","","103","5267","3788","1","54","Kauai Resident Trustee","","122","YADAO, Leland K. (Radar)","","C","24","8","46"
"19-01","","103","5267","3788","1","55","Molokai Resident Trustee","","123","MACHADO, Colette (Piipii)","","C","453","96","560"
"19-01","","103","5267","3788","1","56","""At Large"" Trustee","","124","AKINA, Keli'i","","C","97","16","128"
"19-01","","103","5267","3788","1","56","""At Large"" Trustee","","125","APOLIONA, Haunani","","C","401","53","265"
"19-01","","103","5267","3788","1","56","""At Large"" Trustee","","126","LEE, Cal","","C","323","65","396"
"19-01","","103","5267","3788","1","56","""At Large"" Trustee","","127","LINCOLN, Lancelot Haili","","C","23","4","32"
"19-01","","103","5267","3788","1","56","""At Large"" Trustee","","128","MAKEKAU, Kealii J.","","C","25","11","36"
"19-01","","103","5267","3788","1","56","""At Large"" Trustee","","129","RITTE, Walter","","C","78","11","97"
"19-01","","103","5267","3788","1","57","OHA Vacancy: Maui","","130","AMORIN, Johanna Kuulei Shin","","C","40","4","36"
"19-01","","103","5267","3788","1","57","OHA Vacancy: Maui","","131","AU, Glenn G.","","C","78","15","117"
"19-01","","103","5267","3788","1","57","OHA Vacancy: Maui","","132","DUEY, Rose","","C","49","15","56"
"19-01","","103","5267","3788","1","57","OHA Vacancy: Maui","","133","GOMES, Doreen Pua","","C","45","14","61"
"19-01","","103","5267","3788","1","57","OHA Vacancy: Maui","","134","KANE, Dain Pomaika'i","","C","99","18","88"
"19-01","","103","5267","3788","1","57","OHA Vacancy: Maui","","135","KAPU, Ke'eaumoku","","C","48","20","103"
"19-01","","103","5267","3788","1","57","OHA Vacancy: Maui","","136","LINDSEY, Carmen Hulu","","C","127","21","157"
"19-01","","103","5267","3788","1","64","Mayor, City and County of Honolulu","","149","CALDWELL, Kirk","","C","763","113","723"
"19-01","","103","5267","3788","1","64","Mayor, City and County of Honolulu","","150","CAYETANO, Benjamin J.","","C","1009","155","936"
"19-01","","103","5267","3788","1","65","Prosecuting Attorney, City and County of Honolulu","","151","KANESHIRO, Keith M.","","C","886","125","805"
"19-01","","103","5267","3788","1","65","Prosecuting Attorney, City and County of Honolulu","","152","TAKATA, Kevin K.","","C","695","110","600"
"19-01","","103","5267","3788","1","80","CON AMEND: Relating to Dams and Reservoirs   ","","198","YES","","C","777","138","885"
"19-01","","103","5267","3788","1","80","CON AMEND: Relating to Dams and Reservoirs   ","","199","NO","","C","767","114","594"
"19-01","","103","5267","3788","1","81","CON AMEND: Relating to Retired Judges   ","","200","YES","","C","922","155","901"
"19-01","","103","5267","3788","1","81","CON AMEND: Relating to Retired Judges   ","","201","NO","","C","664","99","593"
"19-01","","103","5267","3788","1","88","HONOLULU: Relating to Grants in Aid   ","","214","YES","","C","695","111","824"
"19-01","","103","5267","3788","1","88","HONOLULU: Relating to Grants in Aid   ","","215","NO","","C","855","144","668"
"19-01","","103","5267","3788","1","89","HONOLULU: Relating to the Creation of Funds   ","","216","YES","","C","864","132","848"
"19-01","","103","5267","3788","1","89","HONOLULU: Relating to the Creation of Funds   ","","217","NO","","C","671","117","611"
"19-02","","104","1271","851","1","1","President and Vice President","","1","(R) ROMNEY, Mitt / RYAN, Paul","REP","C","88","15","133"
"19-02","","104","1271","851","1","1","President and Vice President","","2","(G) STEIN, Jill / HONKALA, Cheri","GRE","C","5","0","7"
"19-02","","104","1271","851","1","1","President and Vice President","","3","(L) JOHNSON, Gary / GRAY, James P.","LIB","C","2","1","8"
"19-02","","104","1271","851","1","1","President and Vice President","","4","(D) OBAMA, Barack / BIDEN, Joe","DEM","C","163","50","369"
"19-02","","104","1271","851","1","2","US Senator","","5","(D) HIRONO, Mazie","DEM","C","142","46","333"
"19-02","","104","1271","851","1","2","US Senator","","6","(R) LINGLE, Linda","REP","C","113","18","179"
"19-02","","104","1271","851","1","3","US Representative, Dist 1","","7","(R) DJOU, Charles K.","REP","C","122","20","201"
"19-02","","104","1271","851","1","3","US Representative, Dist 1","","8","(D) HANABUSA, Colleen W.","DEM","C","134","43","301"
"19-02","","104","1271","851","1","10","State Senator, Dist 9","","21","(D) LAJALA, Kurt","DEM","C","106","35","245"
"19-02","","104","1271","851","1","10","State Senator, Dist 9","","22","(R) SLOM, Sam","REP","C","126","22","190"
"19-02","","104","1271","851","1","30","State Representative, Dist 19","","62","(D) KOBAYASHI, Bertrand (Bert)","DEM","C","160","46","325"
"19-02","","104","1271","851","1","30","State Representative, Dist 19","","63","(R) YOUNG, Darrell","REP","C","78","9","137"
"19-02","","104","1271","851","1","53","Hawaii Resident Trustee","","109","LINDSEY, Robert K.","","C","47","16","110"
"19-02","","104","1271","851","1","53","Hawaii Resident Trustee","","110","MEYERS, William (Willy)","","C","25","11","73"
"19-02","","104","1271","851","1","53","Hawaii Resident Trustee","","111","MIRANDA, Edwin L.P.","","C","13","4","45"
"19-02","","104","1271","851","1","54","Kauai Resident Trustee","","112","AHUNA, Dan","","C","12","5","46"
"19-02","","104","1271","851","1","54","Kauai Resident Trustee","","113","ALALEM WORTHINGTON, Keola","","C","5","1","11"
"19-02","","104","1271","851","1","54","Kauai Resident Trustee","","114","ALBAO, Liberta Hussey","","C","2","1","10"
"19-02","","104","1271","851","1","54","Kauai Resident Trustee","","115","BURKE, Jackie Kahookele","","C","13","3","33"
"19-02","","104","1271","851","1","54","Kauai Resident Trustee","","116","KAGAWA FU, Kanani","","C","7","0","23"
"19-02","","104","1271","851","1","54","Kauai Resident Trustee","","117","PACHECO, Haunani","","C","6","5","20"
"19-02","","104","1271","851","1","54","Kauai Resident Trustee","","118","POMROY, Sharon A.","","C","14","5","23"
"19-02","","104","1271","851","1","54","Kauai Resident Trustee","","119","SAHUT, Ronson K.","","C","0","0","2"
"19-02","","104","1271","851","1","54","Kauai Resident Trustee","","120","SANTOS, D. Kaliko","","C","3","3","3"
"19-02","","104","1271","851","1","54","Kauai Resident Trustee","","121","SWAIN, Billy Kealamaikahiki","","C","4","2","12"
"19-02","","104","1271","851","1","54","Kauai Resident Trustee","","122","YADAO, Leland K. (Radar)","","C","6","1","12"
"19-02","","104","1271","851","1","55","Molokai Resident Trustee","","123","MACHADO, Colette (Piipii)","","C","59","24","188"
"19-02","","104","1271","851","1","56","""At Large"" Trustee","","124","AKINA, Keli'i","","C","20","2","28"
"19-02","","104","1271","851","1","56","""At Large"" Trustee","","125","APOLIONA, Haunani","","C","62","17","89"
"19-02","","104","1271","851","1","56","""At Large"" Trustee","","126","LEE, Cal","","C","23","12","74"
"19-02","","104","1271","851","1","56","""At Large"" Trustee","","127","LINCOLN, Lancelot Haili","","C","4","4","15"
"19-02","","104","1271","851","1","56","""At Large"" Trustee","","128","MAKEKAU, Kealii J.","","C","4","1","20"
"19-02","","104","1271","851","1","56","""At Large"" Trustee","","129","RITTE, Walter","","C","20","5","43"
"19-02","","104","1271","851","1","57","OHA Vacancy: Maui","","130","AMORIN, Johanna Kuulei Shin","","C","9","2","9"
"19-02","","104","1271","851","1","57","OHA Vacancy: Maui","","131","AU, Glenn G.","","C","11","7","23"
"19-02","","104","1271","851","1","57","OHA Vacancy: Maui","","132","DUEY, Rose","","C","12","1","25"
"19-02","","104","1271","851","1","57","OHA Vacancy: Maui","","133","GOMES, Doreen Pua","","C","3","3","37"
"19-02","","104","1271","851","1","57","OHA Vacancy: Maui","","134","KANE, Dain Pomaika'i","","C","10","6","28"
"19-02","","104","1271","851","1","57","OHA Vacancy: Maui","","135","KAPU, Ke'eaumoku","","C","10","3","46"
"19-02","","104","1271","851","1","57","OHA Vacancy: Maui","","136","LINDSEY, Carmen Hulu","","C","19","5","34"
"19-02","","104","1271","851","1","64","Mayor, City and County of Honolulu","","149","CALDWELL, Kirk","","C","108","31","250"
"19-02","","104","1271","851","1","64","Mayor, City and County of Honolulu","","150","CAYETANO, Benjamin J.","","C","141","35","254"
"19-02","","104","1271","851","1","65","Prosecuting Attorney, City and County of Honolulu","","151","KANESHIRO, Keith M.","","C","115","24","218"
"19-02","","104","1271","851","1","65","Prosecuting Attorney, City and County of Honolulu","","152","TAKATA, Kevin K.","","C","90","23","160"
"19-02","","104","1271","851","1","80","CON AMEND: Relating to Dams and Reservoirs   ","","198","YES","","C","112","37","291"
"19-02","","104","1271","851","1","80","CON AMEND: Relating to Dams and Reservoirs   ","","199","NO","","C","98","23","160"
"19-02","","104","1271","851","1","81","CON AMEND: Relating to Retired Judges   ","","200","YES","","C","142","37","262"
"19-02","","104","1271","851","1","81","CON AMEND: Relating to Retired Judges   ","","201","NO","","C","71","25","186"
"19-02","","104","1271","851","1","88","HONOLULU: Relating to Grants in Aid   ","","214","YES","","C","131","46","293"
"19-02","","104","1271","851","1","88","HONOLULU: Relating to Grants in Aid   ","","215","NO","","C","87","16","162"
"19-02","","104","1271","851","1","89","HONOLULU: Relating to the Creation of Funds   ","","216","YES","","C","124","38","293"
"19-02","","104","1271","851","1","89","HONOLULU: Relating to the Creation of Funds   ","","217","NO","","C","83","22","151"
"19-03","","105","3689","2598","1","1","President and Vice President","","1","(R) ROMNEY, Mitt / RYAN, Paul","REP","C","296","38","330"
"19-03","","105","3689","2598","1","1","President and Vice President","","2","(G) STEIN, Jill / HONKALA, Cheri","GRE","C","4","0","9"
"19-03","","105","3689","2598","1","1","President and Vice President","","3","(L) JOHNSON, Gary / GRAY, James P.","LIB","C","3","1","15"
"19-03","","105","3689","2598","1","1","President and Vice President","","4","(D) OBAMA, Barack / BIDEN, Joe","DEM","C","774","104","1012"
"19-03","","105","3689","2598","1","2","US Senator","","5","(D) HIRONO, Mazie","DEM","C","669","89","854"
"19-03","","105","3689","2598","1","2","US Senator","","6","(R) LINGLE, Linda","REP","C","395","47","489"
"19-03","","105","3689","2598","1","3","US Representative, Dist 1","","7","(R) DJOU, Charles K.","REP","C","451","56","584"
"19-03","","105","3689","2598","1","3","US Representative, Dist 1","","8","(D) HANABUSA, Colleen W.","DEM","C","609","84","760"
"19-03","","105","3689","2598","1","10","State Senator, Dist 9","","21","(D) LAJALA, Kurt","DEM","C","403","64","633"
"19-03","","105","3689","2598","1","10","State Senator, Dist 9","","22","(R) SLOM, Sam","REP","C","563","65","596"
"19-03","","105","3689","2598","1","30","State Representative, Dist 19","","62","(D) KOBAYASHI, Bertrand (Bert)","DEM","C","747","94","875"
"19-03","","105","3689","2598","1","30","State Representative, Dist 19","","63","(R) YOUNG, Darrell","REP","C","258","35","372"
"19-03","","105","3689","2598","1","53","Hawaii Resident Trustee","","109","LINDSEY, Robert K.","","C","250","28","352"
"19-03","","105","3689","2598","1","53","Hawaii Resident Trustee","","110","MEYERS, William (Willy)","","C","83","21","229"
"19-03","","105","3689","2598","1","53","Hawaii Resident Trustee","","111","MIRANDA, Edwin L.P.","","C","44","7","111"
"19-03","","105","3689","2598","1","54","Kauai Resident Trustee","","112","AHUNA, Dan","","C","81","13","172"
"19-03","","105","3689","2598","1","54","Kauai Resident Trustee","","113","ALALEM WORTHINGTON, Keola","","C","8","1","22"
"19-03","","105","3689","2598","1","54","Kauai Resident Trustee","","114","ALBAO, Liberta Hussey","","C","14","1","16"
"19-03","","105","3689","2598","1","54","Kauai Resident Trustee","","115","BURKE, Jackie Kahookele","","C","31","4","77"
"19-03","","105","3689","2598","1","54","Kauai Resident Trustee","","116","KAGAWA FU, Kanani","","C","97","13","102"
"19-03","","105","3689","2598","1","54","Kauai Resident Trustee","","117","PACHECO, Haunani","","C","21","5","59"
"19-03","","105","3689","2598","1","54","Kauai Resident Trustee","","118","POMROY, Sharon A.","","C","22","6","53"
"19-03","","105","3689","2598","1","54","Kauai Resident Trustee","","119","SAHUT, Ronson K.","","C","2","2","9"
"19-03","","105","3689","2598","1","54","Kauai Resident Trustee","","120","SANTOS, D. Kaliko","","C","18","1","34"
"19-03","","105","3689","2598","1","54","Kauai Resident Trustee","","121","SWAIN, Billy Kealamaikahiki","","C","20","3","31"
"19-03","","105","3689","2598","1","54","Kauai Resident Trustee","","122","YADAO, Leland K. (Radar)","","C","27","1","41"
"19-03","","105","3689","2598","1","55","Molokai Resident Trustee","","123","MACHADO, Colette (Piipii)","","C","311","44","542"
"19-03","","105","3689","2598","1","56","""At Large"" Trustee","","124","AKINA, Keli'i","","C","52","7","70"
"19-03","","105","3689","2598","1","56","""At Large"" Trustee","","125","APOLIONA, Haunani","","C","280","30","307"
"19-03","","105","3689","2598","1","56","""At Large"" Trustee","","126","LEE, Cal","","C","239","36","359"
"19-03","","105","3689","2598","1","56","""At Large"" Trustee","","127","LINCOLN, Lancelot Haili","","C","10","1","24"
"19-03","","105","3689","2598","1","56","""At Large"" Trustee","","128","MAKEKAU, Kealii J.","","C","18","5","44"
"19-03","","105","3689","2598","1","56","""At Large"" Trustee","","129","RITTE, Walter","","C","52","8","78"
"19-03","","105","3689","2598","1","57","OHA Vacancy: Maui","","130","AMORIN, Johanna Kuulei Shin","","C","20","3","39"
"19-03","","105","3689","2598","1","57","OHA Vacancy: Maui","","131","AU, Glenn G.","","C","59","8","135"
"19-03","","105","3689","2598","1","57","OHA Vacancy: Maui","","132","DUEY, Rose","","C","28","3","36"
"19-03","","105","3689","2598","1","57","OHA Vacancy: Maui","","133","GOMES, Doreen Pua","","C","24","8","69"
"19-03","","105","3689","2598","1","57","OHA Vacancy: Maui","","134","KANE, Dain Pomaika'i","","C","63","10","93"
"19-03","","105","3689","2598","1","57","OHA Vacancy: Maui","","135","KAPU, Ke'eaumoku","","C","37","7","92"
"19-03","","105","3689","2598","1","57","OHA Vacancy: Maui","","136","LINDSEY, Carmen Hulu","","C","113","9","142"
"19-03","","105","3689","2598","1","64","Mayor, City and County of Honolulu","","149","CALDWELL, Kirk","","C","543","67","648"
"19-03","","105","3689","2598","1","64","Mayor, City and County of Honolulu","","150","CAYETANO, Benjamin J.","","C","524","75","689"
"19-03","","105","3689","2598","1","65","Prosecuting Attorney, City and County of Honolulu","","151","KANESHIRO, Keith M.","","C","557","66","708"
"19-03","","105","3689","2598","1","65","Prosecuting Attorney, City and County of Honolulu","","152","TAKATA, Kevin K.","","C","453","54","496"
"19-03","","105","3689","2598","1","80","CON AMEND: Relating to Dams and Reservoirs   ","","198","YES","","C","441","72","711"
